nExp, Time,  AVy,  A0x,  A0y,  A1x,  A1y,  A2x,  A2y 
   0,    0,    0,   11,   63,    1,   25,   10,   48
   0,    1,    0,   10,   47
   0,    2,    6,   10,   46
   0,    3,   12,   10,   45
   0,    4,   18,   10,   44
   0,    5,   24,   10,   43
   0,    6,   30,   10,   42
   0,    7,   36,   10,   41
   0,    8,   42,   10,   40
   0,    9,   48,   10,   39
   0,   10,   54,   10,   38
   0,    1,    0,   11,   57,    1,   43,   11,   60
   1,    1,    1,   11,   59
   1,    2,    7,   11,   58
   1,    3,   13,   11,   57
   1,    4,   19,   11,   56
   1,    5,   25,   11,   55
   1,    6,   31,   11,   54
   1,    7,   37,   10,   54
   0,    2,    0,    1,   52,   10,   43,   11,   65
   2,    1,    4,   10,   65
   2,    2,   10,    9,   65
   2,    3,   16,    8,   65
   2,    4,   22,    7,   65
   2,    5,   28,    6,   65
   2,    6,   34,    5,   65
   2,    7,   40,    4,   65
   2,    8,   46,    3,   65
   2,    9,   52,    2,   65
   2,   10,   58,    1,   65
   2,   11,   64,    2,   65
   0,    3,    0,   11,   64,    1,   51,   11,   62
   3,    1,    5,   11,   61
   3,    2,   11,   10,   61
   3,    3,   17,    9,   61
   3,    4,   23,    8,   61
   3,    5,   29,    7,   61
   3,    6,   35,    6,   61
   3,    7,   41,    5,   61
   3,    8,   47,    4,   61
   3,    9,   53,    3,   61
   3,   10,   59,    2,   61
   0,    4,    0,    1,   17,    1,   44,   11,   65
   4,    1,    4,   11,   64
   4,    2,   10,   11,   63
   4,    3,   16,   11,   62
   4,    4,   22,   11,   61
   4,    5,   28,   11,   60
   4,    6,   34,   11,   59
   4,    7,   40,   11,   58
   4,    8,   46,   11,   57
   4,    9,   52,   11,   56
   4,   10,   58,   11,   55
   4,   11,   64,   11,   54
   0,    5,    0,    1,   58,    1,   55,   10,   36
   5,    1,    5,   10,   35
   5,    2,   11,   10,   34
   5,    3,   17,   10,   33
   5,    4,   23,   10,   32
   5,    5,   29,   10,   31
   5,    6,   35,   10,   30
   5,    7,   41,   10,   29
   5,    8,   47,   10,   28
   0,    6,    0,   10,   47,   11,   62,    0,   41
   6,    1,    3,    0,   40
   6,    2,    9,    0,   39
   6,    3,   15,    0,   38
   6,    4,   21,    0,   37
   6,    5,   27,    0,   36
   6,    6,   33,    0,   35
   6,    7,   39,    0,   34
   6,    8,   45,    0,   33
   6,    9,   51,    0,   32
   6,   10,   57,    0,   31
   0,    7,    0,   11,   56,    1,   59,    0,   45
   7,    1,    2,    0,   44
   7,    2,    8,    0,   43
   7,    3,   14,    1,   43
   7,    4,   20,    2,   43
   7,    5,   26,    3,   43
   7,    6,   32,    4,   43
   7,    7,   38,    5,   43
   0,    8,    0,    0,   64,   11,   59,    0,   33
   8,    1,    1,    0,   32
   8,    2,    7,    0,   31
   8,    3,   13,    0,   30
   8,    4,   19,    0,   29
   8,    5,   25,    1,   29
   8,    6,   31,    2,   29
   8,    7,   37,    3,   29
   8,    8,   43,    4,   29
   8,    9,   49,    5,   29
   8,   10,   55,    6,   29
   0,    9,    0,   10,   63,    0,   44,   10,   52
   9,    1,    5,   10,   51
   9,    2,   11,   10,   50
   9,    3,   17,   10,   49
   9,    4,   23,   10,   48
   9,    5,   29,   10,   47
   9,    6,   35,   10,   46
   9,    7,   41,   10,   45
   9,    8,   47,   10,   44
   9,    9,   53,   10,   43
   9,   10,   59,    9,   43
   0,   10,    0,   11,   60,   11,   61,   10,   49
  10,    1,    0,   10,   48
  10,    2,    6,   10,   47
  10,    3,   12,   10,   46
  10,    4,   18,   10,   45
  10,    5,   24,   10,   44
  10,    6,   30,   10,   43
  10,    7,   36,   10,   42
  10,    8,   42,   10,   41
  10,    9,   48,   10,   40
  10,   10,   54,   10,   39
   0,   11,    0,   10,   47,   10,   44,    0,   26
  11,    1,    3,    0,   25
  11,    2,    9,    0,   24
  11,    3,   15,    0,   23
  11,    4,   21,    0,   22
  11,    5,   27,    0,   21
  11,    6,   33,    0,   20
  11,    7,   39,    0,   19
  11,    8,   45,    1,   19
  11,    9,   51,    2,   19
