nExp, Time,  AVy,  A0x,  A0y,  A1x,  A1y,  A2x,  A2y,  A3x,  A3y 
   0,    0,    0,   11,   63,    1,   25,   10,   48,   11,   57
   0,    1,    0,   11,   56
   0,    2,    6,   11,   55
   0,    3,   12,   11,   54
   0,    4,   18,   11,   53
   0,    5,   24,   11,   52
   0,    6,   30,   11,   51
   0,    7,   36,   11,   50
   0,    8,   42,   11,   49
   0,    9,   48,   11,   48
   0,   10,   54,   11,   47
   0,   11,   60,   11,   46
   0,    1,    0,    1,   43,   11,   60,    1,   52,   10,   43
   1,    1,    3,   10,   42
   1,    2,    9,   10,   41
   1,    3,   15,   10,   40
   1,    4,   21,   10,   39
   1,    5,   27,    9,   39
   1,    6,   33,    8,   39
   0,    2,    0,   11,   65,   11,   64,    1,   51,   11,   62
   2,    1,    1,   10,   62
   2,    2,    7,    9,   62
   2,    3,   13,    8,   62
   2,    4,   19,    7,   62
   2,    5,   25,    6,   62
   2,    6,   31,    5,   62
   2,    7,   37,    4,   62
   2,    8,   43,    3,   62
   2,    9,   49,    2,   62
   2,   10,   55,    1,   62
   2,   11,   61,    2,   62
   0,    3,    0,    1,   17,    1,   44,   11,   65,    1,   58
   3,    1,    5,    1,   57
   3,    2,   11,    1,   56
   3,    3,   17,    1,   55
   3,    4,   23,    1,   54
   3,    5,   29,    1,   53
   3,    6,   35,    1,   52
   3,    7,   41,    1,   51
   3,    8,   47,    1,   50
   3,    9,   53,    1,   49
   3,   10,   59,    1,   48
   0,    4,    0,    1,   55,   10,   36,   10,   47,   11,   62
   4,    1,    1,   11,   61
   4,    2,    7,   11,   60
   4,    3,   13,   11,   59
   4,    4,   19,   11,   58
   4,    5,   25,   11,   57
   4,    6,   31,   11,   56
   4,    7,   37,   11,   55
   4,    8,   43,   10,   55
   4,    9,   49,    9,   55
   4,   10,   55,    8,   55
   4,   11,   61,    7,   55
   0,    5,    0,    0,   41,   11,   56,    1,   59,    0,   45
   5,    1,    2,    0,   44
   5,    2,    8,    0,   43
   5,    3,   14,    0,   42
   5,    4,   20,    0,   41
   5,    5,   26,    0,   40
   5,    6,   32,    0,   39
   0,    6,    0,    0,   64,   11,   59,    0,   33,   10,   63
   6,    1,    1,   10,   62
   6,    2,    7,   10,   61
   6,    3,   13,   10,   60
   6,    4,   19,   10,   59
   6,    5,   25,   10,   58
   6,    6,   31,   10,   57
   6,    7,   37,   10,   56
   6,    8,   43,   10,   55
   6,    9,   49,   10,   54
   6,   10,   55,   10,   53
   6,   11,   61,   10,   52
   0,    7,    0,    0,   44,   10,   52,   11,   60,   11,   61
   7,    1,    2,   10,   61
   7,    2,    8,    9,   61
   7,    3,   14,    8,   61
   7,    4,   20,    7,   61
